,구군,읍면동,년월,총 유동인구
2160,연제구,거제3동,2020-04,89792
2161,연제구,거제4동,2020-04,259615
2162,연제구,연산1동,2020-04,168843
2163,연제구,연산2동,2020-04,91152
2164,연제구,연산3동,2020-04,101862
2165,연제구,연산4동,2020-04,175053
2166,연제구,연산5동,2020-04,73342
2167,연제구,연산6동,2020-04,175210
2168,연제구,연산8동,2020-04,114956
2169,연제구,연산9동,2020-04,95626
2170,연제구,거제1동,2020-05,76411
2171,연제구,거제2동,2020-05,178920
2172,연제구,거제3동,2020-05,64326
2173,연제구,거제4동,2020-05,211300
2174,연제구,연산1동,2020-05,68350
2175,연제구,연산2동,2020-05,93425
2176,연제구,연산3동,2020-05,118886
2177,연제구,연산4동,2020-05,236016
2178,연제구,연산5동,2020-05,172925
2179,연제구,연산6동,2020-05,104115
2180,연제구,연산8동,2020-05,187914
2181,연제구,연산9동,2020-05,117430
2182,연제구,거제1동,2020-06,225265
2183,연제구,거제2동,2020-06,198830
2184,연제구,거제3동,2020-06,430375
2185,연제구,거제4동,2020-06,109883
2186,연제구,연산1동,2020-06,105055
2187,연제구,연산2동,2020-06,73441
2188,연제구,연산3동,2020-06,116216
2189,연제구,연산4동,2020-06,24292
2190,연제구,연산5동,2020-06,44406
2191,연제구,연산6동,2020-06,61144
2192,연제구,연산8동,2020-06,77384
2193,연제구,연산9동,2020-06,49940
2194,연제구,거제1동,2020-07,80890
2195,연제구,거제2동,2020-07,36047
2196,연제구,거제3동,2020-07,41645
2197,연제구,거제4동,2020-07,42299
2198,연제구,연산1동,2020-07,42495
2199,연제구,연산2동,2020-07,64676
2200,연제구,연산3동,2020-07,98850
2201,연제구,연산4동,2020-07,53677
2202,연제구,연산5동,2020-07,42450
2203,연제구,연산6동,2020-07,51638
2204,연제구,연산8동,2020-07,67654
2205,연제구,연산9동,2020-07,19236
2206,수영구,남천1동,2020-01,93289
2207,수영구,남천2동,2020-01,45214
2208,수영구,수영동,2020-01,58021
2209,수영구,망미1동,2020-01,141423
2210,수영구,망미2동,2020-01,47295
2211,수영구,광안1동,2020-01,63772
2212,수영구,광안2동,2020-01,129220
2213,수영구,광안3동,2020-01,37766
2214,수영구,광안4동,2020-01,26527
2215,수영구,민락동,2020-01,79636
2216,수영구,남천1동,2020-02,19129
2217,수영구,남천2동,2020-02,35019
2218,수영구,수영동,2020-02,43086
2219,수영구,망미1동,2020-02,149495
2220,수영구,망미2동,2020-02,24116
2221,수영구,광안1동,2020-02,105801
2222,수영구,광안2동,2020-02,44287
2223,수영구,광안3동,2020-02,74970
2224,수영구,광안4동,2020-02,48840
2225,수영구,민락동,2020-02,52619
2226,수영구,남천1동,2020-03,52338
2227,수영구,남천2동,2020-03,48293
2228,수영구,수영동,2020-03,114679
2229,수영구,망미1동,2020-03,203309
2230,수영구,망미2동,2020-03,52218
2231,수영구,광안1동,2020-03,73383
2232,수영구,광안2동,2020-03,223629
2233,수영구,광안3동,2020-03,292949
2234,수영구,광안4동,2020-03,137590
2235,수영구,민락동,2020-03,155522
2236,수영구,남천1동,2020-04,201779
2237,수영구,남천2동,2020-04,109768
2238,수영구,수영동,2020-04,168337
2239,수영구,망미1동,2020-04,123465
2240,수영구,망미2동,2020-04,124491
2241,수영구,광안1동,2020-04,119821
2242,수영구,광안2동,2020-04,170918
2243,수영구,광안3동,2020-04,63115
2244,수영구,광안4동,2020-04,107009
2245,수영구,민락동,2020-04,166249
2246,수영구,남천1동,2020-05,119049
2247,수영구,남천2동,2020-05,123575
2248,수영구,수영동,2020-05,67820
2249,수영구,망미1동,2020-05,176350
2250,수영구,망미2동,2020-05,117827
2251,수영구,광안1동,2020-05,89506
2252,수영구,광안2동,2020-05,232322
2253,수영구,광안3동,2020-05,59833
2254,수영구,광안4동,2020-05,164260
2255,수영구,민락동,2020-05,194358
2256,수영구,남천1동,2020-06,186310
2257,수영구,남천2동,2020-06,204143
2258,수영구,수영동,2020-06,74030
2259,수영구,망미1동,2020-06,192880
2260,수영구,망미2동,2020-06,94570
2261,수영구,광안1동,2020-06,157100
2262,수영구,광안2동,2020-06,189486
2263,수영구,광안3동,2020-06,93280
2264,수영구,광안4동,2020-06,109514
2265,수영구,민락동,2020-06,121522
2266,수영구,남천1동,2020-07,324999
2267,수영구,남천2동,2020-07,76507
2268,수영구,수영동,2020-07,109776
2269,수영구,망미1동,2020-07,67086
2270,수영구,망미2동,2020-07,299061
2271,수영구,광안1동,2020-07,116001
2272,수영구,광안2동,2020-07,73706
2273,수영구,광안3동,2020-07,69078
2274,수영구,광안4동,2020-07,84125
2275,수영구,민락동,2020-07,105881
2276,사상구,삼락동,2020-01,49876
2277,사상구,모라1동,2020-01,106181
2278,사상구,모라3동,2020-01,63390
2279,사상구,덕포1동,2020-01,82876
2280,사상구,덕포2동,2020-01,89448
2281,사상구,괘법동,2020-01,80784
2282,사상구,감전동,2020-01,119043
2283,사상구,주례1동,2020-01,192175
2284,사상구,주례2동,2020-01,126898
2285,사상구,주례3동,2020-01,252054
2286,사상구,학장동,2020-01,231655
2287,사상구,엄궁동,2020-01,88384
2288,사상구,삼락동,2020-02,274133
2289,사상구,모라1동,2020-02,118161
2290,사상구,모라3동,2020-02,202083
2291,사상구,덕포1동,2020-02,58357
2292,사상구,덕포2동,2020-02,67639
2293,사상구,괘법동,2020-02,137146
2294,사상구,감전동,2020-02,150200
2295,사상구,주례1동,2020-02,290075
2296,사상구,주례2동,2020-02,342922
2297,사상구,주례3동,2020-02,253350
2298,사상구,학장동,2020-02,68804
2299,사상구,엄궁동,2020-02,206305
2300,사상구,삼락동,2020-03,188321
2301,사상구,모라1동,2020-03,119049
2302,사상구,모라3동,2020-03,155953
2303,사상구,덕포1동,2020-03,90268
2304,사상구,덕포2동,2020-03,242196
2305,사상구,괘법동,2020-03,72765
2306,사상구,감전동,2020-03,51717
2307,사상구,주례1동,2020-03,84768
2308,사상구,주례2동,2020-03,142275
2309,사상구,주례3동,2020-03,171862
2310,사상구,학장동,2020-03,303115
2311,사상구,엄궁동,2020-03,194097
2312,사상구,삼락동,2020-04,179224
2313,사상구,모라1동,2020-04,85094
2314,사상구,모라3동,2020-04,89057
2315,사상구,덕포1동,2020-04,91778
2316,사상구,덕포2동,2020-04,184774
2317,사상구,괘법동,2020-04,189261
2318,사상구,감전동,2020-04,210462
2319,사상구,주례1동,2020-04,106820
2320,사상구,주례2동,2020-04,127576
2321,사상구,주례3동,2020-04,104291
2322,사상구,학장동,2020-04,208407
2323,사상구,엄궁동,2020-04,287034
2324,사상구,삼락동,2020-05,209211
2325,사상구,모라1동,2020-05,50746
2326,사상구,모라3동,2020-05,155972
2327,사상구,덕포1동,2020-05,42596
2328,사상구,덕포2동,2020-05,45078
2329,사상구,괘법동,2020-05,75733
2330,사상구,감전동,2020-05,83093
2331,사상구,주례1동,2020-05,59788
2332,사상구,주례2동,2020-05,123041
2333,사상구,주례3동,2020-05,155475
2334,사상구,학장동,2020-05,62009
2335,사상구,엄궁동,2020-05,131672
2336,사상구,삼락동,2020-06,114274
2337,사상구,모라1동,2020-06,129513
2338,사상구,모라3동,2020-06,32517
2339,사상구,덕포1동,2020-06,77889
2340,사상구,덕포2동,2020-06,195590
2341,사상구,괘법동,2020-06,149838
2342,사상구,감전동,2020-06,235301
2343,사상구,주례1동,2020-06,10192
2344,사상구,주례2동,2020-06,78767
2345,사상구,주례3동,2020-06,117871
2346,사상구,학장동,2020-06,47486
2347,사상구,엄궁동,2020-06,25025
2348,사상구,삼락동,2020-07,344141
2349,사상구,모라1동,2020-07,40357
2350,사상구,모라3동,2020-07,226340
2351,사상구,덕포1동,2020-07,131089
2352,사상구,덕포2동,2020-07,84697
2353,사상구,괘법동,2020-07,55768
2354,사상구,감전동,2020-07,107595
2355,사상구,주례1동,2020-07,111314
2356,사상구,주례2동,2020-07,58862
2357,사상구,주례3동,2020-07,128163
2358,사상구,학장동,2020-07,168171
2359,사상구,엄궁동,2020-07,80533
2360,기장군,기장읍,2020-01,95814
2361,기장군,장안읍,2020-01,260483
2362,기장군,일광면,2020-01,179414
2363,기장군,철마면,2020-01,88363
2364,기장군,기장읍,2020-02,106705
2365,기장군,장안읍,2020-02,170300
2366,기장군,일광면,2020-02,78347
2367,기장군,철마면,2020-02,167784
2368,기장군,기장읍,2020-03,125026
2369,기장군,장안읍,2020-03,101825
2370,기장군,일광면,2020-03,75776
2371,기장군,철마면,2020-03,172741
2372,기장군,기장읍,2020-04,61692
2373,기장군,장안읍,2020-04,208071
2374,기장군,일광면,2020-04,74574
2375,기장군,철마면,2020-04,89677
2376,기장군,기장읍,2020-05,103436
2377,기장군,장안읍,2020-05,257050
2378,기장군,일광면,2020-05,171159
2379,기장군,철마면,2020-05,102486
2380,기장군,기장읍,2020-06,180223
2381,기장군,장안읍,2020-06,124576
2382,기장군,일광면,2020-06,218446
2383,기장군,철마면,2020-06,191013
2384,기장군,기장읍,2020-07,427352
2385,기장군,장안읍,2020-07,105837
2386,기장군,일광면,2020-07,96131
2387,기장군,철마면,2020-07,66538
