요일,구군,년,월,읍면동,주중/주말,지역코드,평균 유동인구
목,동구,2019,11,수정5동,주중,26170,"3,982명"
목,동구,2019,11,범일1동,주중,26170,"6,721명"
목,동구,2019,11,범일2동,주중,26170,"22,426명"
목,동구,2019,11,범일5동,주중,26170,"4,447명"
목,동구,2019,12,초량1동,주중,26170,"7,888명"
목,동구,2019,12,초량2동,주중,26170,"8,616명"
목,동구,2019,12,초량3동,주중,26170,"18,381명"
목,동구,2019,12,초량6동,주중,26170,"6,097명"
목,동구,2019,12,수정1동,주중,26170,"4,894명"
목,동구,2019,12,수정2동,주중,26170,"10,113명"
목,동구,2019,12,수정4동,주중,26170,"2,994명"
목,동구,2019,12,수정5동,주중,26170,"3,806명"
목,동구,2019,12,범일1동,주중,26170,"6,633명"
목,동구,2019,12,범일2동,주중,26170,"22,800명"
목,동구,2019,12,범일5동,주중,26170,"4,685명"
목,영도구,2019,1,남항동,주중,26200,"10,171명"
목,영도구,2019,1,영선제1동,주중,26200,"3,518명"
목,영도구,2019,1,영선제2동,주중,26200,"6,086명"
목,영도구,2019,1,신선동,주중,26200,"3,136명"
목,영도구,2019,1,봉래제1동,주중,26200,"5,960명"
목,영도구,2019,1,봉래제2동,주중,26200,"6,571명"
목,영도구,2019,1,청학제1동,주중,26200,"4,970명"
목,영도구,2019,1,청학제2동,주중,26200,"7,452명"
목,영도구,2019,1,동삼제1동,주중,26200,"13,994명"
목,영도구,2019,1,동삼제2동,주중,26200,"4,653명"
목,영도구,2019,1,동삼제3동,주중,26200,"3,647명"
목,영도구,2019,2,남항동,주중,26200,"9,321명"
목,영도구,2019,2,영선제1동,주중,26200,"3,096명"
목,영도구,2019,2,영선제2동,주중,26200,"6,082명"
목,영도구,2019,2,신선동,주중,26200,"3,524명"
목,영도구,2019,2,봉래제1동,주중,26200,"6,376명"
목,영도구,2019,2,봉래제2동,주중,26200,"7,430명"
목,영도구,2019,2,청학제1동,주중,26200,"5,097명"
목,영도구,2019,2,청학제2동,주중,26200,"7,618명"
목,영도구,2019,2,동삼제1동,주중,26200,"13,650명"
목,영도구,2019,2,동삼제2동,주중,26200,"4,533명"
목,영도구,2019,2,동삼제3동,주중,26200,"3,726명"
목,영도구,2019,3,남항동,주중,26200,"13,942명"
목,영도구,2019,3,영선제1동,주중,26200,"3,768명"
목,영도구,2019,3,영선제2동,주중,26200,"7,526명"
목,영도구,2019,3,신선동,주중,26200,"2,610명"
목,영도구,2019,3,봉래제1동,주중,26200,"6,509명"
목,영도구,2019,3,봉래제2동,주중,26200,"8,406명"
목,영도구,2019,3,청학제1동,주중,26200,"7,060명"
목,영도구,2019,3,청학제2동,주중,26200,"9,217명"
목,영도구,2019,3,동삼제1동,주중,26200,"15,509명"
목,영도구,2019,3,동삼제2동,주중,26200,"4,907명"
목,영도구,2019,3,동삼제3동,주중,26200,"4,351명"
목,영도구,2019,4,남항동,주중,26200,"15,878명"
목,영도구,2019,4,영선제1동,주중,26200,"5,093명"
목,영도구,2019,4,영선제2동,주중,26200,"9,915명"
목,영도구,2019,4,신선동,주중,26200,"6,417명"
목,영도구,2019,4,봉래제1동,주중,26200,"7,121명"
목,영도구,2019,4,봉래제2동,주중,26200,"5,692명"
목,영도구,2019,4,청학제1동,주중,26200,"6,648명"
목,영도구,2019,4,청학제2동,주중,26200,"16,662명"
목,영도구,2019,4,동삼제1동,주중,26200,"28,239명"
목,영도구,2019,4,동삼제2동,주중,26200,"7,770명"
목,영도구,2019,4,동삼제3동,주중,26200,"9,431명"
목,영도구,2019,5,남항동,주중,26200,"15,821명"
목,영도구,2019,5,영선제1동,주중,26200,"5,240명"
목,영도구,2019,5,영선제2동,주중,26200,"10,444명"
목,영도구,2019,5,신선동,주중,26200,"6,370명"
목,영도구,2019,5,봉래제1동,주중,26200,"7,193명"
목,영도구,2019,5,봉래제2동,주중,26200,"6,442명"
목,영도구,2019,5,청학제1동,주중,26200,"6,636명"
목,영도구,2019,5,청학제2동,주중,26200,"17,476명"
목,영도구,2019,5,동삼제1동,주중,26200,"29,507명"
목,영도구,2019,5,동삼제2동,주중,26200,"8,019명"
목,영도구,2019,5,동삼제3동,주중,26200,"9,705명"
목,영도구,2019,6,남항동,주중,26200,"11,562명"
목,영도구,2019,6,영선제1동,주중,26200,"5,530명"
목,영도구,2019,6,영선제2동,주중,26200,"9,905명"
목,영도구,2019,6,신선동,주중,26200,"6,017명"
목,영도구,2019,6,봉래제1동,주중,26200,"8,357명"
목,영도구,2019,6,봉래제2동,주중,26200,"6,382명"
목,영도구,2019,6,청학제1동,주중,26200,"7,188명"
목,영도구,2019,6,청학제2동,주중,26200,"17,548명"
목,영도구,2019,6,동삼제1동,주중,26200,"31,048명"
목,영도구,2019,6,동삼제2동,주중,26200,"9,862명"
목,영도구,2019,6,동삼제3동,주중,26200,"9,421명"
목,영도구,2019,7,남항동,주중,26200,"13,900명"
목,영도구,2019,7,영선제1동,주중,26200,"5,767명"
목,영도구,2019,7,영선제2동,주중,26200,"12,059명"
목,영도구,2019,7,신선동,주중,26200,"5,208명"
목,영도구,2019,7,봉래제1동,주중,26200,"7,908명"
목,영도구,2019,7,봉래제2동,주중,26200,"6,759명"
목,영도구,2019,7,청학제1동,주중,26200,"7,055명"
목,영도구,2019,7,청학제2동,주중,26200,"15,053명"
목,영도구,2019,7,동삼제1동,주중,26200,"26,277명"
목,영도구,2019,7,동삼제2동,주중,26200,"10,382명"
목,영도구,2019,7,동삼제3동,주중,26200,"10,785명"
목,영도구,2019,8,남항동,주중,26200,"15,316명"
목,영도구,2019,8,영선제1동,주중,26200,"4,928명"
목,영도구,2019,8,영선제2동,주중,26200,"10,945명"
목,영도구,2019,8,신선동,주중,26200,"5,320명"
목,영도구,2019,8,봉래제1동,주중,26200,"8,478명"
목,영도구,2019,8,봉래제2동,주중,26200,"5,924명"
목,영도구,2019,8,청학제1동,주중,26200,"7,445명"
목,영도구,2019,8,청학제2동,주중,26200,"16,716명"
목,영도구,2019,8,동삼제1동,주중,26200,"28,787명"
목,영도구,2019,8,동삼제2동,주중,26200,"8,077명"
목,영도구,2019,8,동삼제3동,주중,26200,"11,126명"
목,영도구,2019,9,남항동,주중,26200,"15,084명"
목,영도구,2019,9,영선제1동,주중,26200,"5,716명"
목,영도구,2019,9,영선제2동,주중,26200,"11,031명"
목,영도구,2019,9,신선동,주중,26200,"6,442명"
목,영도구,2019,9,봉래제1동,주중,26200,"9,752명"
목,영도구,2019,9,봉래제2동,주중,26200,"6,230명"
목,영도구,2019,9,청학제1동,주중,26200,"6,420명"
목,영도구,2019,9,청학제2동,주중,26200,"17,234명"
목,영도구,2019,9,동삼제1동,주중,26200,"31,318명"
목,영도구,2019,9,동삼제2동,주중,26200,"9,394명"
목,영도구,2019,9,동삼제3동,주중,26200,"11,473명"
목,영도구,2019,10,남항동,주중,26200,"14,183명"
목,영도구,2019,10,영선제1동,주중,26200,"5,811명"
목,영도구,2019,10,영선제2동,주중,26200,"10,856명"
목,영도구,2019,10,신선동,주중,26200,"5,920명"
목,영도구,2019,10,봉래제1동,주중,26200,"9,184명"
목,영도구,2019,10,봉래제2동,주중,26200,"6,477명"
목,영도구,2019,10,청학제1동,주중,26200,"5,727명"
목,영도구,2019,10,청학제2동,주중,26200,"16,662명"
목,영도구,2019,10,동삼제1동,주중,26200,"29,630명"
목,영도구,2019,10,동삼제2동,주중,26200,"8,318명"
목,영도구,2019,10,동삼제3동,주중,26200,"11,589명"
목,영도구,2019,11,남항동,주중,26200,"14,104명"
목,영도구,2019,11,영선제1동,주중,26200,"5,935명"
목,영도구,2019,11,영선제2동,주중,26200,"10,544명"
목,영도구,2019,11,신선동,주중,26200,"6,000명"
목,영도구,2019,11,봉래제1동,주중,26200,"8,579명"
목,영도구,2019,11,봉래제2동,주중,26200,"6,588명"
목,영도구,2019,11,청학제1동,주중,26200,"6,124명"
목,영도구,2019,11,청학제2동,주중,26200,"15,848명"
목,영도구,2019,11,동삼제1동,주중,26200,"30,152명"
목,영도구,2019,11,동삼제2동,주중,26200,"8,954명"
목,영도구,2019,11,동삼제3동,주중,26200,"10,819명"
목,영도구,2019,12,남항동,주중,26200,"13,843명"
목,영도구,2019,12,영선제1동,주중,26200,"5,924명"
목,영도구,2019,12,영선제2동,주중,26200,"10,692명"
목,영도구,2019,12,신선동,주중,26200,"6,197명"
목,영도구,2019,12,봉래제1동,주중,26200,"8,510명"
목,영도구,2019,12,봉래제2동,주중,26200,"6,658명"
목,영도구,2019,12,청학제1동,주중,26200,"6,492명"
목,영도구,2019,12,청학제2동,주중,26200,"16,721명"
목,영도구,2019,12,동삼제1동,주중,26200,"29,715명"
목,영도구,2019,12,동삼제2동,주중,26200,"8,000명"
목,영도구,2019,12,동삼제3동,주중,26200,"10,989명"
목,부산진구,2019,1,부전제1동,주중,26230,"66,183명"
목,부산진구,2019,1,부전제2동,주중,26230,"91,765명"
목,부산진구,2019,1,연지동,주중,26230,"9,401명"
목,부산진구,2019,1,초읍동,주중,26230,"10,310명"
목,부산진구,2019,1,양정제1동,주중,26230,"25,875명"
목,부산진구,2019,1,양정제2동,주중,26230,"16,944명"
목,부산진구,2019,1,전포제1동,주중,26230,"17,247명"
목,부산진구,2019,1,전포제2동,주중,26230,"18,267명"
목,부산진구,2019,1,부암제1동,주중,26230,"17,262명"
목,부산진구,2019,1,부암제3동,주중,26230,"9,214명"
목,부산진구,2019,1,당감제1동,주중,26230,"22,363명"
목,부산진구,2019,1,당감제2동,주중,26230,"9,065명"
목,부산진구,2019,1,당감제4동,주중,26230,"10,359명"
목,부산진구,2019,1,가야제1동,주중,26230,"25,842명"
목,부산진구,2019,1,가야제2동,주중,26230,"8,392명"
목,부산진구,2019,1,개금제1동,주중,26230,"12,682명"
목,부산진구,2019,1,개금제2동,주중,26230,"5,250명"
목,부산진구,2019,1,개금제3동,주중,26230,"20,147명"
목,부산진구,2019,1,범천제1동,주중,26230,"27,041명"
목,부산진구,2019,1,범천제2동,주중,26230,"15,957명"
목,부산진구,2019,1,범천제4동,주중,26230,"10,447명"
목,부산진구,2019,2,부전제1동,주중,26230,"66,515명"
목,부산진구,2019,2,부전제2동,주중,26230,"96,290명"
목,부산진구,2019,2,연지동,주중,26230,"9,941명"
목,부산진구,2019,2,초읍동,주중,26230,"11,381명"
목,부산진구,2019,2,양정제1동,주중,26230,"26,200명"
목,부산진구,2019,2,양정제2동,주중,26230,"16,499명"
목,부산진구,2019,2,전포제1동,주중,26230,"19,508명"
목,부산진구,2019,2,전포제2동,주중,26230,"18,073명"
목,부산진구,2019,2,부암제1동,주중,26230,"17,825명"
목,부산진구,2019,2,부암제3동,주중,26230,"11,096명"
목,부산진구,2019,2,당감제1동,주중,26230,"22,796명"
목,부산진구,2019,2,당감제2동,주중,26230,"7,859명"
목,부산진구,2019,2,당감제4동,주중,26230,"10,542명"
목,부산진구,2019,2,가야제1동,주중,26230,"26,561명"
목,부산진구,2019,2,가야제2동,주중,26230,"8,768명"
목,부산진구,2019,2,개금제1동,주중,26230,"13,175명"
목,부산진구,2019,2,개금제2동,주중,26230,"5,527명"
목,부산진구,2019,2,개금제3동,주중,26230,"21,077명"
목,부산진구,2019,2,범천제1동,주중,26230,"27,693명"
목,부산진구,2019,2,범천제2동,주중,26230,"16,719명"
목,부산진구,2019,2,범천제4동,주중,26230,"8,367명"
목,부산진구,2019,3,부전제1동,주중,26230,"62,209명"
목,부산진구,2019,3,부전제2동,주중,26230,"77,189명"
목,부산진구,2019,3,연지동,주중,26230,"10,784명"
목,부산진구,2019,3,초읍동,주중,26230,"12,915명"
목,부산진구,2019,3,양정제1동,주중,26230,"28,708명"
목,부산진구,2019,3,양정제2동,주중,26230,"17,825명"
목,부산진구,2019,3,전포제1동,주중,26230,"29,960명"
목,부산진구,2019,3,전포제2동,주중,26230,"19,769명"
목,부산진구,2019,3,부암제1동,주중,26230,"19,669명"
목,부산진구,2019,3,부암제3동,주중,26230,"11,471명"
목,부산진구,2019,3,당감제1동,주중,26230,"24,159명"
목,부산진구,2019,3,당감제2동,주중,26230,"11,332명"
목,부산진구,2019,3,당감제4동,주중,26230,"12,473명"
목,부산진구,2019,3,가야제1동,주중,26230,"32,943명"
목,부산진구,2019,3,가야제2동,주중,26230,"11,834명"
목,부산진구,2019,3,개금제1동,주중,26230,"14,171명"
목,부산진구,2019,3,개금제2동,주중,26230,"5,983명"
목,부산진구,2019,3,개금제3동,주중,26230,"20,785명"
목,부산진구,2019,3,범천제1동,주중,26230,"27,217명"
목,부산진구,2019,3,범천제2동,주중,26230,"20,304명"
목,부산진구,2019,4,부전제1동,주중,26230,"33,408명"
목,부산진구,2019,4,부전제2동,주중,26230,"41,984명"
목,부산진구,2019,4,연지동,주중,26230,"18,145명"
목,부산진구,2019,4,초읍동,주중,26230,"19,308명"
목,부산진구,2019,4,양정제1동,주중,26230,"26,526명"
목,부산진구,2019,4,양정제2동,주중,26230,"15,975명"
목,부산진구,2019,4,전포제1동,주중,26230,"22,765명"
목,부산진구,2019,4,전포제2동,주중,26230,"16,580명"
목,부산진구,2019,4,부암제1동,주중,26230,"21,533명"
목,부산진구,2019,4,부암제3동,주중,26230,"16,850명"
목,부산진구,2019,4,당감제1동,주중,26230,"24,179명"
목,부산진구,2019,4,당감제2동,주중,26230,"8,848명"
목,부산진구,2019,4,당감제4동,주중,26230,"14,494명"
목,부산진구,2019,4,가야제1동,주중,26230,"26,120명"
목,부산진구,2019,4,가야제2동,주중,26230,"14,669명"
목,부산진구,2019,4,개금제1동,주중,26230,"14,860명"
목,부산진구,2019,4,개금제2동,주중,26230,"11,667명"
목,부산진구,2019,4,개금제3동,주중,26230,"22,609명"
목,부산진구,2019,4,범천제1동,주중,26230,"17,686명"
목,부산진구,2019,4,범천제2동,주중,26230,"10,894명"
목,부산진구,2019,5,부전제1동,주중,26230,"34,493명"
목,부산진구,2019,5,부전제2동,주중,26230,"40,919명"
목,부산진구,2019,5,연지동,주중,26230,"18,676명"
목,부산진구,2019,5,초읍동,주중,26230,"19,952명"
목,부산진구,2019,5,양정제1동,주중,26230,"26,112명"
목,부산진구,2019,5,양정제2동,주중,26230,"15,788명"
목,부산진구,2019,5,전포제1동,주중,26230,"22,726명"
목,부산진구,2019,5,전포제2동,주중,26230,"16,891명"
목,부산진구,2019,5,부암제1동,주중,26230,"22,961명"
목,부산진구,2019,5,부암제3동,주중,26230,"16,305명"
목,부산진구,2019,5,당감제1동,주중,26230,"23,651명"
목,부산진구,2019,5,당감제2동,주중,26230,"8,703명"
목,부산진구,2019,5,당감제4동,주중,26230,"14,357명"
목,부산진구,2019,5,가야제1동,주중,26230,"26,412명"
목,부산진구,2019,5,가야제2동,주중,26230,"15,298명"
목,부산진구,2019,5,개금제1동,주중,26230,"15,594명"
목,부산진구,2019,5,개금제2동,주중,26230,"11,916명"
목,부산진구,2019,5,개금제3동,주중,26230,"22,592명"
목,부산진구,2019,5,범천제1동,주중,26230,"18,329명"
목,부산진구,2019,5,범천제2동,주중,26230,"11,466명"
목,부산진구,2019,6,부전제1동,주중,26230,"33,568명"
목,부산진구,2019,6,부전제2동,주중,26230,"41,793명"
목,부산진구,2019,6,연지동,주중,26230,"19,115명"
목,부산진구,2019,6,초읍동,주중,26230,"20,881명"
목,부산진구,2019,6,양정제1동,주중,26230,"24,655명"
목,부산진구,2019,6,양정제2동,주중,26230,"15,784명"
목,부산진구,2019,6,전포제1동,주중,26230,"24,055명"
목,부산진구,2019,6,전포제2동,주중,26230,"17,084명"
목,부산진구,2019,6,부암제1동,주중,26230,"24,022명"
목,부산진구,2019,6,부암제3동,주중,26230,"16,616명"
목,부산진구,2019,6,당감제1동,주중,26230,"23,579명"
목,부산진구,2019,6,당감제2동,주중,26230,"8,421명"
목,부산진구,2019,6,당감제4동,주중,26230,"15,465명"
목,부산진구,2019,6,가야제1동,주중,26230,"24,440명"
목,부산진구,2019,6,가야제2동,주중,26230,"15,086명"
목,부산진구,2019,6,개금제1동,주중,26230,"15,175명"
목,부산진구,2019,6,개금제2동,주중,26230,"11,917명"
목,부산진구,2019,6,개금제3동,주중,26230,"22,307명"
목,부산진구,2019,6,범천제1동,주중,26230,"17,589명"
목,부산진구,2019,6,범천제2동,주중,26230,"11,269명"
목,부산진구,2019,7,부전제1동,주중,26230,"33,102명"
목,부산진구,2019,7,부전제2동,주중,26230,"43,635명"
목,부산진구,2019,7,연지동,주중,26230,"17,389명"
목,부산진구,2019,7,초읍동,주중,26230,"21,602명"
목,부산진구,2019,7,양정제1동,주중,26230,"24,077명"
목,부산진구,2019,7,양정제2동,주중,26230,"16,230명"
목,부산진구,2019,7,전포제1동,주중,26230,"25,504명"
목,부산진구,2019,7,전포제2동,주중,26230,"17,094명"
목,부산진구,2019,7,부암제1동,주중,26230,"23,210명"
목,부산진구,2019,7,부암제3동,주중,26230,"16,941명"
목,부산진구,2019,7,당감제1동,주중,26230,"22,833명"
목,부산진구,2019,7,당감제2동,주중,26230,"8,350명"
목,부산진구,2019,7,당감제4동,주중,26230,"16,083명"
목,부산진구,2019,7,가야제1동,주중,26230,"22,709명"
목,부산진구,2019,7,가야제2동,주중,26230,"15,198명"
목,부산진구,2019,7,개금제1동,주중,26230,"14,513명"
목,부산진구,2019,7,개금제2동,주중,26230,"11,881명"
목,부산진구,2019,7,개금제3동,주중,26230,"21,898명"
목,부산진구,2019,7,범천제1동,주중,26230,"19,096명"
목,부산진구,2019,7,범천제2동,주중,26230,"11,592명"
목,부산진구,2019,8,부전제1동,주중,26230,"30,654명"
목,부산진구,2019,8,부전제2동,주중,26230,"43,871명"
목,부산진구,2019,8,연지동,주중,26230,"18,352명"
목,부산진구,2019,8,초읍동,주중,26230,"21,714명"
목,부산진구,2019,8,양정제1동,주중,26230,"24,722명"
목,부산진구,2019,8,양정제2동,주중,26230,"15,524명"
목,부산진구,2019,8,전포제1동,주중,26230,"25,281명"
목,부산진구,2019,8,전포제2동,주중,26230,"16,058명"
목,부산진구,2019,8,부암제1동,주중,26230,"24,902명"
목,부산진구,2019,8,부암제3동,주중,26230,"16,271명"
목,부산진구,2019,8,당감제1동,주중,26230,"23,399명"
목,부산진구,2019,8,당감제2동,주중,26230,"9,068명"
목,부산진구,2019,8,당감제4동,주중,26230,"16,425명"
목,부산진구,2019,8,가야제1동,주중,26230,"22,954명"
목,부산진구,2019,8,가야제2동,주중,26230,"15,885명"
목,부산진구,2019,8,개금제1동,주중,26230,"15,371명"
목,부산진구,2019,8,개금제2동,주중,26230,"11,845명"
목,부산진구,2019,8,개금제3동,주중,26230,"22,001명"
목,부산진구,2019,8,범천제1동,주중,26230,"18,472명"
목,부산진구,2019,8,범천제2동,주중,26230,"11,679명"
목,부산진구,2019,9,부전제1동,주중,26230,"32,503명"
목,부산진구,2019,9,부전제2동,주중,26230,"40,903명"
목,부산진구,2019,9,연지동,주중,26230,"20,813명"
목,부산진구,2019,9,초읍동,주중,26230,"21,690명"
목,부산진구,2019,9,양정제1동,주중,26230,"28,847명"
목,부산진구,2019,9,양정제2동,주중,26230,"15,661명"
목,부산진구,2019,9,전포제1동,주중,26230,"22,038명"
목,부산진구,2019,9,전포제2동,주중,26230,"16,419명"
목,부산진구,2019,9,부암제1동,주중,26230,"24,869명"
목,부산진구,2019,9,부암제3동,주중,26230,"17,366명"
목,부산진구,2019,9,당감제1동,주중,26230,"25,884명"
목,부산진구,2019,9,당감제2동,주중,26230,"9,394명"
목,부산진구,2019,9,당감제4동,주중,26230,"17,467명"
목,부산진구,2019,9,가야제1동,주중,26230,"26,272명"
목,부산진구,2019,9,가야제2동,주중,26230,"17,138명"
목,부산진구,2019,9,개금제1동,주중,26230,"18,233명"
목,부산진구,2019,9,개금제2동,주중,26230,"12,671명"
목,부산진구,2019,9,개금제3동,주중,26230,"23,027명"
목,부산진구,2019,9,범천제1동,주중,26230,"17,491명"
목,부산진구,2019,9,범천제2동,주중,26230,"12,078명"
목,부산진구,2019,10,부전제1동,주중,26230,"34,125명"
목,부산진구,2019,10,부전제2동,주중,26230,"41,253명"
목,부산진구,2019,10,연지동,주중,26230,"19,345명"
목,부산진구,2019,10,초읍동,주중,26230,"21,633명"
목,부산진구,2019,10,양정제1동,주중,26230,"26,493명"
목,부산진구,2019,10,양정제2동,주중,26230,"16,384명"
목,부산진구,2019,10,전포제1동,주중,26230,"22,519명"
목,부산진구,2019,10,전포제2동,주중,26230,"17,236명"
목,부산진구,2019,10,부암제1동,주중,26230,"24,670명"
목,부산진구,2019,10,부암제3동,주중,26230,"17,667명"
목,부산진구,2019,10,당감제1동,주중,26230,"25,268명"
목,부산진구,2019,10,당감제2동,주중,26230,"9,324명"
목,부산진구,2019,10,당감제4동,주중,26230,"16,540명"
목,부산진구,2019,10,가야제1동,주중,26230,"26,071명"
목,부산진구,2019,10,가야제2동,주중,26230,"15,951명"
목,부산진구,2019,10,개금제1동,주중,26230,"16,903명"
목,부산진구,2019,10,개금제2동,주중,26230,"11,572명"
목,부산진구,2019,10,개금제3동,주중,26230,"22,856명"
목,부산진구,2019,10,범천제1동,주중,26230,"17,242명"
목,부산진구,2019,10,범천제2동,주중,26230,"11,725명"
목,부산진구,2019,11,부전제1동,주중,26230,"34,617명"
목,부산진구,2019,11,부전제2동,주중,26230,"44,935명"
목,부산진구,2019,11,연지동,주중,26230,"18,207명"
목,부산진구,2019,11,초읍동,주중,26230,"21,535명"
목,부산진구,2019,11,양정제1동,주중,26230,"25,119명"
목,부산진구,2019,11,양정제2동,주중,26230,"16,470명"
목,부산진구,2019,11,전포제1동,주중,26230,"24,476명"
목,부산진구,2019,11,전포제2동,주중,26230,"16,302명"
목,부산진구,2019,11,부암제1동,주중,26230,"16,202명"
목,부산진구,2019,11,부암제3동,주중,26230,"17,211명"
목,부산진구,2019,11,당감제1동,주중,26230,"24,861명"
목,부산진구,2019,11,당감제2동,주중,26230,"8,690명"
목,부산진구,2019,11,당감제4동,주중,26230,"15,476명"
목,부산진구,2019,11,가야제1동,주중,26230,"26,878명"
목,부산진구,2019,11,가야제2동,주중,26230,"18,760명"
목,부산진구,2019,11,개금제1동,주중,26230,"17,415명"
목,부산진구,2019,11,개금제2동,주중,26230,"13,699명"
목,부산진구,2019,11,개금제3동,주중,26230,"24,358명"
목,부산진구,2019,11,범천제1동,주중,26230,"18,524명"
목,부산진구,2019,11,범천제2동,주중,26230,"11,807명"
목,부산진구,2019,12,부전제1동,주중,26230,"31,223명"
목,부산진구,2019,12,부전제2동,주중,26230,"41,273명"
목,부산진구,2019,12,연지동,주중,26230,"18,395명"
목,부산진구,2019,12,초읍동,주중,26230,"20,837명"
목,부산진구,2019,12,양정제1동,주중,26230,"27,098명"
목,부산진구,2019,12,양정제2동,주중,26230,"16,109명"
목,부산진구,2019,12,전포제1동,주중,26230,"26,234명"
목,부산진구,2019,12,전포제2동,주중,26230,"19,022명"
목,부산진구,2019,12,부암제1동,주중,26230,"18,905명"
목,부산진구,2019,12,부암제3동,주중,26230,"17,495명"
목,부산진구,2019,12,당감제1동,주중,26230,"24,038명"
목,부산진구,2019,12,당감제2동,주중,26230,"8,800명"
목,부산진구,2019,12,당감제4동,주중,26230,"15,280명"
목,부산진구,2019,12,가야제1동,주중,26230,"26,031명"
목,부산진구,2019,12,가야제2동,주중,26230,"15,334명"
목,부산진구,2019,12,개금제1동,주중,26230,"16,039명"
목,부산진구,2019,12,개금제2동,주중,26230,"12,223명"
목,부산진구,2019,12,개금제3동,주중,26230,"25,030명"
목,부산진구,2019,12,범천제1동,주중,26230,"19,481명"
목,부산진구,2019,12,범천제2동,주중,26230,"13,240명"
목,동래구,2019,1,수민동,주중,26260,"30,255명"
목,동래구,2019,1,복산동,주중,26260,"4,296명"
목,동래구,2019,1,명륜동,주중,26260,"23,612명"
목,동래구,2019,1,온천제1동,주중,26260,"33,253명"
목,동래구,2019,1,온천제2동,주중,26260,"22,745명"
목,동래구,2019,1,온천제3동,주중,26260,"25,718명"
목,동래구,2019,1,사직제1동,주중,26260,"10,318명"
목,동래구,2019,1,사직제2동,주중,26260,"17,334명"
목,동래구,2019,1,사직제3동,주중,26260,"11,978명"
목,동래구,2019,1,안락제1동,주중,26260,"12,546명"
목,동래구,2019,1,안락제2동,주중,26260,"23,169명"
목,동래구,2019,1,명장제1동,주중,26260,"5,616명"
목,동래구,2019,1,명장제2동,주중,26260,"7,858명"
목,동래구,2019,2,수민동,주중,26260,"31,724명"
목,동래구,2019,2,복산동,주중,26260,"5,441명"
목,동래구,2019,2,명륜동,주중,26260,"23,938명"
목,동래구,2019,2,온천제1동,주중,26260,"32,530명"
목,동래구,2019,2,온천제2동,주중,26260,"23,195명"
목,동래구,2019,2,온천제3동,주중,26260,"26,047명"
목,동래구,2019,2,사직제1동,주중,26260,"10,558명"
목,동래구,2019,2,사직제2동,주중,26260,"17,789명"
목,동래구,2019,2,사직제3동,주중,26260,"11,798명"
목,동래구,2019,2,안락제1동,주중,26260,"12,082명"
목,동래구,2019,2,안락제2동,주중,26260,"23,336명"
목,동래구,2019,2,명장제1동,주중,26260,"5,211명"
목,동래구,2019,2,명장제2동,주중,26260,"8,149명"
목,동래구,2019,3,수민동,주중,26260,"32,102명"
목,동래구,2019,3,복산동,주중,26260,"4,785명"
목,동래구,2019,3,명륜동,주중,26260,"25,502명"
목,동래구,2019,3,온천제1동,주중,26260,"32,990명"
목,동래구,2019,3,온천제2동,주중,26260,"24,141명"
목,동래구,2019,3,온천제3동,주중,26260,"27,873명"
목,동래구,2019,3,사직제1동,주중,26260,"10,193명"
목,동래구,2019,3,사직제2동,주중,26260,"17,405명"
목,동래구,2019,3,사직제3동,주중,26260,"12,443명"
목,동래구,2019,3,안락제1동,주중,26260,"14,622명"
목,동래구,2019,3,안락제2동,주중,26260,"23,931명"
목,동래구,2019,3,명장제1동,주중,26260,"5,695명"
목,동래구,2019,3,명장제2동,주중,26260,"8,891명"
목,동래구,2019,4,수민동,주중,26260,"32,312명"
목,동래구,2019,4,복산동,주중,26260,"8,631명"
목,동래구,2019,4,명륜동,주중,26260,"19,567명"
목,동래구,2019,4,온천제1동,주중,26260,"26,275명"
목,동래구,2019,4,온천제2동,주중,26260,"22,335명"
목,동래구,2019,4,온천제3동,주중,26260,"22,781명"
목,동래구,2019,4,사직제1동,주중,26260,"8,789명"
목,동래구,2019,4,사직제2동,주중,26260,"27,866명"
목,동래구,2019,4,사직제3동,주중,26260,"13,396명"
목,동래구,2019,4,안락제1동,주중,26260,"22,867명"
목,동래구,2019,4,안락제2동,주중,26260,"25,405명"
목,동래구,2019,4,명장제1동,주중,26260,"11,190명"
목,동래구,2019,4,명장제2동,주중,26260,"15,840명"
목,동래구,2019,5,수민동,주중,26260,"32,373명"
목,동래구,2019,5,복산동,주중,26260,"8,920명"
목,동래구,2019,5,명륜동,주중,26260,"23,150명"
목,동래구,2019,5,온천제1동,주중,26260,"25,133명"
목,동래구,2019,5,온천제2동,주중,26260,"21,810명"
목,동래구,2019,5,온천제3동,주중,26260,"22,954명"
목,동래구,2019,5,사직제1동,주중,26260,"8,911명"
목,동래구,2019,5,사직제2동,주중,26260,"28,407명"
목,동래구,2019,5,사직제3동,주중,26260,"12,701명"
목,동래구,2019,5,안락제1동,주중,26260,"21,802명"
목,동래구,2019,5,안락제2동,주중,26260,"25,714명"
목,동래구,2019,5,명장제1동,주중,26260,"11,129명"
목,동래구,2019,5,명장제2동,주중,26260,"15,780명"
목,동래구,2019,6,수민동,주중,26260,"32,309명"
목,동래구,2019,6,복산동,주중,26260,"9,325명"
목,동래구,2019,6,명륜동,주중,26260,"26,786명"
목,동래구,2019,6,온천제1동,주중,26260,"30,065명"
목,동래구,2019,6,온천제2동,주중,26260,"20,845명"
목,동래구,2019,6,온천제3동,주중,26260,"24,879명"
